Handle,Title,Option1 Name,Option1 Value,Image Src,Image Alt Text,Body (HTML)
invasion-of-the-tinysauruses-dvd-rental-kids-family,Invasion of the Tinysauruses,Genre,Kids & Family,,,"<p>Littlefoot and his friends return in another adventure. But this time, they aren't the smallest dinosaurs in the valley anymore.</p>"
its-the-rage-vhs-floor-sale-drama,It's the Rage,Genre,Drama,,,"<p>A rich cross-section of urban USA find their lives changed when their fates collide at gunpoint. At the centre of it all are Helen and Warren Harding, an up-scale couple on the brink of divorce, whose awakening in the night by a burglar sets off a catastrophic series of events.</p>"
jarhead-3-bluray-floor-sale-action,Jarhead 3,Genre,Action,,,"<p>Corporal Evan Albright joined the elite Marine Corps Security Guards to save the world and see some action-not necessarily in that order. But his first assignment, protecting a U. S. Embassy in a seemingly safe Middle Eastern capitol, relegates his unit to wrangling ""gate groupies"" protesting outside the compound and honing their marksmanship by playing video games. So Albright and his team are caught off guard when well-armed and well-trained militants launch a surprise attack aimed at killing an informant in the embassy. Heavily out-gunned, they will have to muster all the courage and fire power they can as their once routine assignment spirals into all-out war.</p>"
jimi-hendrix-jimi-plays-berkeley-vhs-rental-musical,Jimi Hendrix | Jimi Plays Berkeley,Genre,Musical,,,"<p>This rousing world-famous concert is regarded by critics to be one of Jimi Hendrix's finest performances ever. Taking footage from two separate performances at the Berkeley Community Theater on May 30th, 1970, these incendiary shows help illustrate the student uprisings in Berkeley, by setting footage to the stunning backdrop of some awe-inspiring Hendrix material. Tracks include ""Purple Haze,"" ""Voodoo Child (Slight Return),"" ""Star Spangled Banner,"" ""Hey Joe,"" and many others. This is a never-to-be-forgotten musical experience you will enjoy over and over again.</p>"
josh-and-sam-vhs-floor-sale-comedy,Josh and Sam,Genre,Comedy,,,"<p>Josh and Sam are two brothers facing change, their mother is about to marry a French accountant and the kids are sent to go live with their father in Florida. Meanwhile, Josh tells Sam that he is a ""S.A.M."" that is going to be sent to Africa to fight in a war and that Canada is a safe haven for any S.A.M. unwilling to fight. Will Josh & S.A.M. make it to Canada or will they wish they should have never left home?</p>"
journey-to-the-far-side-of-the-sun-vhs,Journey to the Far Side of the Sun,Genre,Sci-Fi,,,"<p>A planet is discovered in the same orbit as Earth's but is located on the exact opposite side of the sun, making it not visible from Earth. The European Space Exploration Council decide to send American astronaut Glenn Ross and British scientist John Kane via spaceship to explore the other planet.</p>"
jurassic-park-jurassic-world-fallen-kingdom-steelbook-bluray-floor-sale-4k-action,Jurassic Park / Jurassic World: Fallen Kingdom (Steelbook),Genre,Action,,,"<p>Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.</p>"
justice-league-gotham-city-breakout-dvd-rental-kids-family,Justice League: Gotham City Breakout,Genre,Kids & Family,,,"<p>The caped crusader reluctantly agrees to let Batgirl and Nightwing take him on a long overdue vacation from crime-fighting, while Superman and the Justice League watch over Gotham City.</p>"
la-femme-nikita-vhs-floor-sale-action,La Femme Nikita,Genre,Action,,,"<p>A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.</p>"
leapin-lizards-vhs-floor-sale-kids-family,Leapin Lizards,Genre,Kids & Family,,,"<p>Television played a key role in the legendary Liberace career making him a household word to millions and the medium's first matinee idol. ""Leapin' Lizards, It's Liberace!"" video taped in 1978 was his first major television special from Las Vegas. ""Leapin' Lizards, It's Liberace!"" gives us a spoofed view of a typical day in the life of Mr.Showmanship, before he was off to ""work"" at the Las Vegas Hilton Hotel in his mirrored Rolls Royce. There is a view of the magnificent Liberace Las Vegas Villa, from bedroom to piano motif swimming pool. After arriving at the Hilton showroom, guest star Debbie Reynolds, Liberace's favorite movie star and performer, joins him on stage for a salute to the Broadway musical, ""Annie,"" complete with Sandy the Dog.</p>"
leroy-and-stich-dvd-floor-sale-kids-family,Leroy and Stich,Genre,Kids & Family,,,"<p>Lilo, Stitch, Jumba, and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo, but Lilo realizes her alien friends have places where they belong – and it's finally time to say ""aloha"".</p>"
lion-king-1-1-2-dvd-floor-sale-kids-family,Lion King 1 1/2,Genre,Kids & Family,,,<p>Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.</p>
loaded-weapon-1-vhs,Loaded Weapon 1,Genre,Comedy,,,<p>An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. Two cops partner to find and stop the fiends before they can dope the nation by distributing their wares via the 'Wilderness Girls' cookie drive.</p>
lonely-guy-vhs-rental-romantic-comedy,Lonely Guy,Genre,Romantic Comedy,,,<p>A writer for a greeting card company learns the true meaning of loneliness when he comes home to find his girlfriend in bed with another man.</p>
mary-kate-ashleys-school-dance-party-vhs-rental-kids-family,Mary Kate & Ashley's School Dance Party,Genre,Kids & Family,,,"<p>Mary-Kate, Ashley and their friends are all excited about the big school dance.  Unfortunately, Mary-Kate doesn't have a date yet, and Ashley is nervous about her decision to run for Queen of the Dance.  Join the girls as they put on their best outfits and get ready to party because you're invited to dance the night away with Mary-Kate and Ashley.</p>"
mi-vida-loca-my-crazy-life-vhs-floor-sale-drama,Mi Vida Loca My Crazy Life,Genre,Drama,,,"<p>Two Indigenous Latina bestfriends, Mousie and Sad Girl live in a contemporary Los Angeles poor Indigenous Hispanic American neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.</p>"
miami-vice-the-movie-vhs-rental-action,Miami Vice The Movie,Genre,Action,,,<p>Miami detective Sonny Crockett reluctantly teams with New York City cop Rico Tubbs when both of them end up pursuing a drug dealer who killed their respective partners.</p>
michael-jackson-moonwalker-vhs,Michael Jackson Moonwalker,Genre,Musical,,,<p>This fantastical movie inspired by the music of Michael Jackson features imaginative interpretations of hit tracks from the iconic 1987 album “Bad”.</p>
miss-congeniality-2-dvd-floor-sale-comedy,Miss Congeniality 2,Genre,Comedy,,,"<p>After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.</p>"
mission-of-the-shark-vhs-floor-sale-drama,Mission of the Shark,Genre,Drama,,,"<p>True story of the sinking of the U.S.S. Indianapolis, its crew's struggle to survive the sharks and exposure, and the captain's scape-goat court-martial.</p>"
molly-gina-vhs-rental-action,Molly & Gina,Genre,Action,,,"<p>Molly is the former secretary of a murdered private detective. Gina, a budding actress, witnessed the shooting which also killed her boyfriend. Together, they set out to bring the culprits to justice.</p>"
monsters-university-monsters-inc-bluray-floor-sale-kids-family,"Monsters University / Monsters, Inc.",Genre,Kids & Family,,,<p>A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.</p>
motives-2-dvd-rental-thriller,Motives 2,Genre,Thriller,,,"<p>Vivica A. Fox and Shemar Moore return for this thrilling sequel to Motives that picks up three years after the events of the original film. Innocent convict Emery Simms is serving time for a crime he didn't commit; while most convict's claims of innocence are shoddy at best, Emery has every reason to protest his wrongful incarceration. Meanwhile, in the outside world, Emery's ex-wife (Fox) has married his best friend and the pair is struggling to build a normal life together. When Emery is killed in prison and his brother Donovan (Brian J. White) discovers the truth about what killed his ill-fated sibling, his quest to cut through the complex web of lies and deceit which previously ensnared Emery threatens to bring about deadly consequences.</p>"
mpd-psycho-dvd-floor-sale-thriller,MPD-PSYCHO,Genre,Thriller,,,<p>A reworking of MPD Psycho by the author of the original manga Eiji Otsuka edited from the TV show and newly-filmed scenes.</p>
naked-country-vhs-floor-sale-comedy,Naked Country,Genre,Comedy,,,"<p>Far North Queensland, 1955.  Deep in the untamed frontier tough rancher Lance Dillon and his sensual, but bored wife, battle inhospitable nature to eke out a living from their cattle herd.  When the aborigines kill the Dillon's prize bull a chase begins that will culminate in bloody tragedy with Lance pitted against Mandaru - an aborigine struggling to maintain his cultural way of life</p>"
night-watch-day-watch,Night Watch / Day Watch,Genre,Horror,,,"<p>A man who serves in the war between the forces of Light and Dark comes into possession of a device that can restore life to Moscow, which was nearly destroyed by an apocalyptic event.</p>"
hush-dvd-rental-horror,Hush,Genre,Horror,https://image.tmdb.org/t/p/w1280/tyqD4C2vVKrvP3FkFK0GS9IWbTo.jpg,Hush poster,<p>A deaf woman is stalked by a psychotic killer in her secluded home.</p>
i-am-legend-dvd-rental-sci-fi,I Am Legend,Genre,Sci-Fi,https://image.tmdb.org/t/p/w1280/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,I Am Legend poster,"<p>Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.</p>"
inferno,Inferno,Genre,Action,,,"<p>After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.</p>"
it-could-happen-to-you-vhs-rental-romantic-comedy,It Could Happen to You,Genre,Romantic Comedy,https://image.tmdb.org/t/p/w1280/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg,It Could Happen to You poster,"<p>Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.</p>"
jackass-3-unrated-dvd-rental-comedy,Jackass 3 (Unrated),Genre,Comedy,https://image.tmdb.org/t/p/w1280/uPirN07su7LFixyZyLrNMMQ9u1E.jpg,Jackass 3 (Unrated) poster,"<p>Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""</p>"
